carat,cut,color,clarity,depth,table,price,volume
0.75,Very Good,E,SI1,59.2,59.0,3260,124.62
0.77,Premium,E,VS1,60.8,56.0,3260,126.38
0.7,Very Good,F,VVS1,63.0,60.0,3261,110.9
0.76,Very Good,E,SI1,60.4,58.0,3261,126.66
0.7,Ideal,F,VS1,61.5,55.0,3261,116.3
1.04,Good,H,I1,63.9,58.0,3261,166.33
1.04,Premium,H,I1,61.6,61.0,3261,166.09
0.9,Very Good,D,SI2,59.0,61.0,3262,147.65
0.71,Ideal,D,SI1,60.9,57.0,3262,116.86
0.91,Premium,G,SI1,62.5,56.0,3262,151.84
0.75,Ideal,E,VS2,62.4,57.0,3263,120.81
1.11,Premium,H,I1,61.0,59.0,3263,178.56
0.72,Very Good,F,VS1,63.4,57.0,3264,116.88
0.88,Ideal,I,SI1,63.2,56.0,3264,140.88
0.88,Ideal,I,SI1,62.4,55.0,3264,144.39
0.72,Ideal,F,VS1,61.1,56.0,3265,117.73
0.7,Premium,E,VVS1,61.7,59.0,3265,113.64
0.7,Very Good,F,VS1,62.8,56.0,3265,113.32
1.0,Good,F,SI2,63.6,62.0,3265,153.45
0.7,Ideal,F,VS1,60.7,58.0,3265,114.46
0.84,Ideal,D,SI1,61.5,54.0,3265,139.53
1.0,Fair,I,VS2,65.7,58.0,3265,158.49
1.0,Very Good,I,VS2,63.2,58.0,3265,163.77
1.0,Good,J,VVS2,63.7,57.0,3265,161.22
1.0,Fair,F,SI2,65.1,55.0,3265,158.73
1.0,Fair,F,SI2,65.1,55.0,3265,158.73
0.93,Ideal,F,SI2,62.0,57.0,3266,154.54
0.81,Premium,H,VVS2,62.8,58.0,3266,129.36
0.81,Premium,D,SI1,62.4,59.0,3266,129.89
1.12,Premium,J,SI2,60.7,61.0,3266,180.45
0.81,Premium,G,VS1,62.3,56.0,3266,129.32
0.9,Good,F,SI2,64.3,57.0,3267,146.71
0.9,Good,F,SI2,63.1,57.0,3267,146.51
0.9,Good,F,SI2,63.2,57.0,3267,144.95
0.9,Good,F,SI2,61.9,62.0,3267,140.05
0.91,Ideal,J,VS1,60.7,57.0,3267,147.81
0.7,Good,D,VVS2,63.3,54.0,3267,112.44
0.78,Very Good,F,SI1,62.4,55.0,3267,126.11
0.8,Very Good,F,SI1,61.6,56.0,3267,131.6
0.78,Ideal,I,VVS2,62.4,56.0,3267,127.1
0.78,Ideal,G,SI1,62.2,55.0,3267,126.76
0.75,Very Good,F,VS1,57.9,62.0,3268,123.73
0.7,Ideal,E,VS2,62.6,55.0,3268,114.13
0.96,Premium,J,SI1,60.3,59.0,3269,156.71
0.9,Good,G,SI2,58.4,55.0,3269,150.71
0.7,Very Good,F,VVS1,59.3,62.0,3270,112.94
0.72,Very Good,E,VS2,59.8,57.0,3270,120.74
0.75,Very Good,F,VS1,62.3,57.0,3270,125.12
0.81,Premium,E,SI1,60.8,59.0,3270,129.38
0.56,Ideal,D,VVS1,61.8,56.0,3270,91.68
0.73,Ideal,G,VS1,61.5,56.0,3270,119.14
0.73,Ideal,E,VS2,62.2,56.0,3270,119.52
0.79,Ideal,D,SI1,61.3,54.0,3270,131.46
0.9,Very Good,I,SI1,61.4,55.0,3271,148.88
1.1,Premium,I,SI2,59.3,62.0,3271,180.45
0.67,Ideal,G,IF,61.6,55.0,3271,109.99
0.71,Ideal,E,VS1,59.7,57.0,3272,119.44
0.8,Very Good,H,VS1,60.9,57.0,3273,131.4
0.73,Ideal,G,VS1,60.2,56.0,3273,122.39
0.8,Good,E,VS2,63.4,56.0,3273,130.19
0.8,Good,E,VS2,64.5,56.0,3273,127.79
0.9,Very Good,I,SI1,61.7,58.0,3274,146.37
0.9,Good,E,SI1,62.2,65.0,3274,141.63
0.72,Ideal,H,VS1,60.7,55.0,3274,120.73
0.72,Ideal,H,VS1,61.5,55.0,3274,120.17
0.72,Ideal,H,VS1,61.6,56.0,3274,118.39
0.7,Very Good,F,VVS2,61.6,63.0,3275,112.2
0.95,Ideal,J,SI1,63.0,56.0,3275,156.67
0.73,Ideal,E,VS2,61.9,55.0,3275,119.27
0.72,Ideal,D,VS2,60.5,57.0,3275,119.23
0.72,Ideal,E,VS1,62.6,55.0,3275,116.93
1.01,Very Good,G,SI2,63.2,58.0,3275,164.7
0.9,Premium,I,VS2,58.4,62.0,3276,147.38
0.7,Very Good,G,VVS1,62.8,56.0,3276,113.32
0.83,Very Good,H,VS2,59.4,59.0,3276,134.48
1.0,Very Good,I,SI2,60.8,63.0,3276,157.68
0.9,Premium,I,SI1,59.6,60.0,3276,149.46
1.0,Very Good,I,SI2,62.4,63.0,3276,163.17
0.9,Fair,E,VS1,67.6,56.0,3276,140.18
1.0,Premium,J,SI1,62.0,62.0,3276,150.93
0.78,Ideal,E,VS2,62.0,55.0,3276,128.62
1.0,Ideal,I,SI2,62.5,56.0,3276,161.24
1.25,Ideal,E,I1,60.9,56.0,3276,202.66
0.7,Good,E,VS1,61.3,62.0,3277,112.27
0.92,Good,D,SI2,57.8,63.0,3277,150.2
0.7,Ideal,D,VS1,61.1,57.0,3278,115.65
1.18,Very Good,E,I1,59.9,63.0,3278,190.51
0.91,Fair,H,SI1,65.3,62.0,3278,145.42
0.84,Ideal,G,SI1,62.4,57.0,3279,137.76
1.01,Fair,I,SI1,65.5,58.0,3280,160.67
0.71,Very Good,G,VVS2,62.8,58.0,3281,117.46
0.71,Ideal,F,VS1,62.3,55.0,3281,118.36
0.93,Ideal,J,VS1,62.3,56.0,3281,151.47
0.82,Very Good,E,SI1,63.1,58.0,3282,134.59
0.9,Good,H,SI1,66.1,57.0,3282,140.19
0.9,Fair,H,SI1,61.4,61.0,3282,139.99
0.91,Premium,I,VS2,63.0,58.0,3282,143.72
0.91,Very Good,G,SI2,63.2,61.0,3282,146.21
0.92,Fair,F,SI2,65.3,58.0,3282,145.42
0.92,Good,F,SI2,64.2,58.0,3282,147.44
0.91,Good,G,SI2,63.6,59.0,3282,146.55
0.91,Very Good,G,SI2,63.3,57.0,3282,143.63
0.92,Fair,F,SI2,65.1,58.0,3282,147.48
0.92,Premium,F,SI2,58.1,58.0,3282,154.87
0.92,Premium,F,SI2,58.9,59.0,3282,151.92
0.8,Very Good,F,VS2,63.3,59.8,3283,124.22
0.84,Ideal,I,VS1,62.3,59.0,3283,135.67
0.72,Ideal,E,VS1,62.6,57.0,3283,116.19
0.72,Ideal,E,VS1,61.9,55.0,3283,117.91
0.72,Ideal,H,IF,62.1,58.0,3283,117.09
0.8,Good,F,VS2,60.5,62.3,3283,129.88
0.8,Good,G,VS1,63.2,60.1,3283,123.88
0.52,Ideal,D,VVS2,61.5,55.0,3284,86.69
0.71,Ideal,F,VS1,60.4,57.0,3284,117.54
0.86,Ideal,D,SI2,60.2,56.0,3284,141.85
0.89,Good,E,SI2,61.6,60.9,3284,146.12
0.74,Premium,E,VS2,62.7,58.0,3285,118.82
0.8,Premium,F,VS2,62.4,59.0,3285,127.1
0.94,Fair,H,SI1,68.4,53.0,3285,148.45
0.8,Premium,F,VS2,59.7,58.0,3285,128.66
1.04,Good,J,VS2,58.2,64.0,3285,166.93
0.96,Very Good,I,SI2,62.7,58.0,3286,150.88
0.91,Good,G,SI1,64.3,60.0,3286,144.53
0.91,Very Good,G,SI2,62.1,55.0,3287,146.89
0.74,Ideal,H,VVS1,62.5,55.0,3287,120.39
0.7,Ideal,D,VS1,62.5,57.0,3287,113.4
0.7,Ideal,D,VS1,62.6,58.0,3287,113.2
0.91,Good,I,VS2,64.2,55.0,3287,146.34
1.03,Premium,I,SI1,58.4,60.0,3288,167.2
0.73,Very Good,G,VVS2,61.4,58.0,3288,122.65
1.01,Very Good,G,I1,62.4,59.0,3288,162.0
0.9,Fair,I,VVS2,60.9,66.0,3288,138.88
1.03,Very Good,H,SI2,63.1,56.0,3288,165.73
0.91,Very Good,J,VS2,61.6,59.0,3290,145.97
0.9,Good,H,SI1,64.2,59.0,3290,140.72
0.83,Ideal,F,SI1,60.7,57.0,3290,135.14
0.71,Ideal,H,IF,61.1,56.0,3290,116.78
0.71,Ideal,H,IF,61.6,55.0,3290,117.98
0.91,Good,J,VS2,61.3,61.0,3290,147.16
1.02,Fair,I,SI2,66.2,57.0,3290,165.5
0.77,Premium,E,VS2,60.5,59.0,3291,127.45
0.77,Good,E,VS2,63.4,57.0,3291,124.99
0.77,Premium,D,VS2,61.8,58.0,3291,122.15
0.9,Premium,I,VS2,63.0,59.0,3292,141.58
0.9,Premium,I,VS2,62.6,62.0,3292,141.07
0.86,Very Good,G,SI1,62.9,55.0,3293,139.92
1.0,Very Good,J,SI2,62.8,63.0,3293,123.61
0.8,Very Good,E,SI1,63.1,57.0,3293,129.49
1.0,Very Good,J,SI2,63.2,62.0,3293,157.71
0.8,Ideal,F,SI1,60.1,60.0,3293,130.17
1.05,Premium,E,I1,62.2,61.0,3293,170.43
1.0,Premium,J,SI2,62.7,58.0,3293,156.77
0.76,Ideal,D,VS2,60.2,56.0,3293,125.75
1.01,Fair,E,SI2,64.6,59.0,3294,154.14
0.72,Ideal,F,VS1,61.1,56.0,3294,117.73
0.7,Premium,E,VVS1,61.7,59.0,3294,113.64
0.74,Premium,D,VS2,58.0,59.0,3294,123.11
0.9,Very Good,H,SI2,62.1,56.0,3295,146.65
0.7,Very Good,E,VVS2,60.7,56.0,3295,118.21
0.83,Very Good,E,SI1,63.8,54.0,3295,137.87
0.72,Ideal,G,VVS2,61.0,56.0,3295,120.25
0.82,Premium,E,SI1,62.5,56.0,3295,133.97
1.01,Premium,J,VS2,62.4,60.0,3296,163.42
0.8,Ideal,H,VS1,62.6,55.0,3296,129.45
0.7,Fair,D,VVS2,58.5,62.0,3296,112.0
1.07,Very Good,H,SI2,61.8,63.0,3296,171.31
0.91,Ideal,J,VS1,60.7,57.0,3296,147.81
1.07,Premium,G,SI2,62.5,59.0,3296,170.32
0.8,Ideal,E,SI1,62.0,57.0,3297,130.85
0.8,Premium,E,SI1,61.5,58.0,3297,129.57
1.01,Premium,F,SI2,60.9,60.0,3297,161.91
1.02,Good,J,SI2,63.1,58.0,3298,162.2
0.91,Very Good,D,SI2,62.7,59.0,3298,148.66
0.78,Good,D,VS2,64.0,54.0,3298,127.55
0.78,Very Good,D,VS2,58.5,56.0,3298,132.84
0.7,Ideal,I,VS2,61.9,57.0,3298,114.89
0.91,Very Good,J,VS2,62.6,55.0,3299,147.8
1.01,Very Good,I,SI2,61.5,62.0,3299,160.47
0.62,Ideal,F,VVS2,61.4,56.0,3299,101.2
0.91,Ideal,J,VS2,61.9,58.0,3299,147.61
0.71,Ideal,G,VS2,61.8,56.0,3299,114.36
0.71,Ideal,G,VS2,61.8,56.0,3299,117.17
0.71,Ideal,G,VS2,61.8,56.0,3299,116.76
0.71,Ideal,D,VS2,61.5,55.0,3299,118.19
1.05,Ideal,G,SI2,59.6,57.0,3299,168.0
0.77,Premium,G,VVS2,60.8,59.0,3299,127.37
0.96,Fair,G,SI1,69.7,59.0,3299,150.19
1.0,Very Good,E,I1,63.0,57.0,3300,160.13
0.7,Premium,F,VVS1,62.4,56.0,3300,113.08
0.77,Ideal,G,VS2,61.8,54.0,3300,128.49
0.7,Ideal,G,VS1,60.8,56.0,3300,116.65
0.9,Very Good,H,SI2,61.7,60.0,3301,147.46
0.72,Ideal,E,VS2,60.9,56.0,3301,120.45
0.71,Ideal,E,VS2,61.8,57.0,3301,115.29
0.73,Ideal,H,IF,62.2,54.0,3301,120.68
0.91,Good,H,VS2,56.9,61.0,3302,143.99
1.08,Fair,J,SI2,64.9,60.0,3302,169.43
0.9,Very Good,G,SI2,62.1,58.0,3303,141.25
0.9,Premium,G,SI2,61.1,58.0,3303,145.69
0.9,Good,I,VS2,63.8,55.0,3303,145.83
0.9,Good,G,SI2,63.8,59.0,3303,140.22
0.9,Good,I,VS2,63.7,61.0,3303,143.06
0.9,Good,G,SI2,63.4,59.0,3303,141.02
0.9,Very Good,G,SI2,59.2,57.0,3303,150.26
0.9,Good,G,SI2,63.8,56.0,3303,148.02
0.7,Ideal,G,VVS1,60.7,57.0,3303,115.19
0.77,Ideal,E,VS2,61.0,56.0,3303,127.51
0.81,Ideal,F,SI2,62.1,56.0,3303,132.45
0.71,Ideal,E,VS2,62.1,55.0,3304,117.09
0.71,Ideal,E,VS2,62.0,56.0,3304,116.76
0.72,Ideal,E,VS2,60.8,56.0,3304,120.11
0.71,Ideal,E,VS2,62.5,56.0,3304,115.66
0.76,Good,G,IF,64.6,61.0,3304,123.41
1.0,Fair,D,SI2,64.8,60.0,3304,154.78
1.0,Fair,G,SI1,65.8,55.0,3304,157.09
1.0,Very Good,D,SI2,63.4,58.0,3304,159.91
1.0,Good,D,SI2,64.0,54.0,3304,157.39
0.82,Ideal,E,VS1,60.0,55.0,3306,138.27
0.76,Ideal,D,VS2,61.8,57.0,3306,125.29
0.76,Ideal,D,SI1,62.0,57.0,3306,127.4
0.53,Very Good,D,VVS1,61.2,55.0,3307,87.97
0.73,Very Good,E,VS2,61.5,58.0,3307,117.24
0.9,Good,G,SI1,64.2,58.0,3307,140.48
0.71,Ideal,G,VVS2,61.7,57.0,3307,115.9
0.71,Ideal,G,VVS2,61.3,56.0,3307,117.12
0.73,Ideal,G,VS2,60.9,57.0,3307,120.66
0.9,Very Good,I,SI1,62.3,56.0,3308,144.86
0.9,Ideal,I,SI1,60.8,57.0,3308,147.34
0.73,Premium,D,VS2,59.8,58.0,3308,120.94
0.81,Very Good,F,SI1,62.2,56.0,3308,133.03
0.66,Very Good,E,VVS1,61.8,55.0,3309,110.3
0.77,Ideal,D,SI1,60.8,57.0,3309,126.17
0.7,Ideal,E,VS1,62.2,58.0,3309,114.61
0.7,Ideal,H,IF,61.3,59.0,3309,113.91
1.01,Very Good,I,SI2,63.2,58.0,3309,160.02
0.31,Ideal,D,SI1,62.2,54.0,565,52.06
0.31,Ideal,D,SI1,61.3,55.0,565,51.72
0.26,Very Good,H,VVS2,63.4,55.0,565,42.26
0.26,Premium,H,VVS2,59.8,61.0,565,43.19
0.41,Good,J,VS2,64.0,59.0,565,65.34
0.31,Ideal,G,VVS2,62.2,55.0,565,50.86
0.3,Good,G,VS1,63.4,55.0,565,50.06
0.3,Good,G,VS1,63.5,58.0,565,48.24
0.3,Good,F,VS2,63.4,59.0,565,48.36
0.3,Very Good,G,VS1,60.2,62.0,565,48.0
0.3,Good,G,VS1,63.3,56.0,565,50.18
0.3,Very Good,G,VS1,62.0,60.0,565,48.95
0.3,Ideal,F,VS2,62.4,57.0,565,49.97
0.3,Very Good,G,VS1,60.8,61.0,565,49.2
0.27,Very Good,G,VVS1,60.1,58.0,566,45.05
0.27,Very Good,G,VVS1,62.9,55.0,566,44.45
0.27,Very Good,G,VVS1,62.5,56.0,566,44.61
0.27,Very Good,G,VVS1,61.0,56.0,566,45.98
0.27,Very Good,G,VVS1,62.9,55.0,566,44.56
0.27,Very Good,G,IF,60.8,57.0,566,45.37
0.27,Ideal,G,VVS2,60.8,57.0,566,44.59
0.38,Ideal,G,SI2,62.8,57.0,566,60.54
0.27,Ideal,H,IF,61.6,56.0,566,45.4
0.27,Ideal,G,IF,61.6,57.0,566,45.4
0.35,Premium,H,SI2,61.6,58.0,566,56.67
0.34,Premium,F,SI1,59.3,60.0,566,55.89
0.34,Very Good,F,SI1,59.4,62.0,566,56.47
0.34,Very Good,F,SI1,63.0,54.0,566,57.05
0.38,Very Good,J,VS2,60.5,60.0,566,61.24
0.34,Premium,F,SI1,59.8,58.0,566,56.31
0.7,Good,F,VVS1,63.3,56.0,3310,115.41
0.73,Ideal,E,VS2,61.5,56.0,3310,120.3
0.62,Ideal,G,IF,61.8,56.0,3310,100.95
0.76,Premium,H,VVS1,60.7,58.0,3311,125.6
0.73,Ideal,E,VS1,62.3,56.0,3311,120.06
0.73,Premium,E,VS1,61.2,58.0,3311,119.42
0.81,Premium,G,VS1,62.1,58.0,3311,130.2
0.81,Premium,F,SI1,61.6,58.0,3311,129.14
0.73,Premium,E,VS1,60.9,61.0,3311,118.75
0.8,Premium,D,SI1,62.7,59.0,3312,126.8
0.7,Good,D,VVS2,63.6,57.0,3312,111.44
0.8,Premium,D,SI1,61.7,58.0,3312,129.71
0.84,Good,G,VS2,63.6,59.0,3312,131.55
0.9,Premium,D,SI2,58.1,60.0,3312,141.8
0.96,Good,J,VS2,63.9,58.0,3312,155.36
1.24,Ideal,I,SI2,62.5,57.0,3312,202.18
0.9,Premium,D,SI2,62.5,59.0,3312,145.85
0.74,Premium,E,VS1,61.2,58.0,3312,122.51
0.7,Good,D,VVS2,63.7,55.0,3312,113.99
0.9,Premium,D,SI2,61.0,61.0,3312,142.68
1.24,Ideal,J,SI1,62.3,57.0,3312,199.01
0.57,Ideal,F,VVS1,61.3,56.0,3313,95.69
1.02,Premium,H,SI2,58.3,59.0,3313,166.76
0.95,Very Good,J,VS2,63.5,56.0,3314,155.33
0.81,Very Good,H,VS1,62.2,57.0,3314,129.54
0.75,Very Good,E,VS1,61.5,54.0,3314,123.2
0.83,Ideal,I,SI1,61.9,57.0,3314,133.11
0.74,Ideal,E,VS2,61.7,56.0,3315,122.57
0.84,Good,G,VS1,63.6,57.0,3316,134.4
0.71,Ideal,D,SI1,62.3,56.0,3316,116.07
0.93,Premium,F,SI2,61.3,62.0,3317,147.16
0.77,Very Good,E,VS1,62.0,56.0,3318,127.4
0.9,Good,F,SI2,63.2,56.0,3318,148.71
0.9,Good,F,SI2,63.2,58.0,3318,143.87
0.79,Ideal,E,VS2,59.3,57.0,3318,130.6
0.92,Premium,G,SI2,62.3,59.0,3318,146.8
0.73,Ideal,D,VS2,61.8,54.0,3319,127.27
0.7,Ideal,F,VS1,61.5,55.0,3319,116.3
1.02,Ideal,G,I1,61.5,56.0,3321,166.86
0.52,Ideal,D,VVS1,60.9,56.0,3321,86.65
0.71,Ideal,D,VS2,62.1,56.0,3321,116.88
0.71,Ideal,D,VS2,61.2,57.0,3321,116.38
0.77,Ideal,F,SI1,61.5,55.0,3321,126.36
1.06,Ideal,G,SI2,61.0,56.0,3321,174.58
0.83,Very Good,F,SI1,61.9,58.0,3322,133.11
0.72,Ideal,D,SI1,62.2,56.0,3322,118.57
0.86,Premium,E,SI1,61.9,61.0,3323,135.62
0.69,Very Good,G,VVS1,60.8,55.0,3323,115.92
0.71,Very Good,F,VS2,63.0,54.0,3323,117.37
0.74,Very Good,E,VS2,62.8,58.0,3323,119.15
0.53,Ideal,E,VVS1,61.5,54.0,3323,88.41
0.81,Fair,G,VVS2,64.8,56.2,3323,132.95
0.92,Very Good,I,SI1,63.3,58.0,3323,147.99
0.92,Ideal,I,SI1,61.8,57.0,3323,151.66
0.91,Good,H,SI1,63.8,56.0,3323,142.35
0.92,Fair,F,SI1,66.0,57.0,3323,143.63
0.81,Good,D,SI1,64.1,54.0,3324,134.43
0.9,Very Good,H,SI2,62.0,58.0,3324,141.72
0.79,Ideal,H,VVS2,62.0,55.9,3324,128.4
0.7,Ideal,H,VVS2,61.8,55.0,3325,115.29
0.7,Ideal,H,VVS2,61.0,56.0,3325,116.99
0.7,Ideal,H,VVS2,60.9,56.0,3325,117.39
0.78,Ideal,G,VS2,62.6,57.0,3325,128.01
0.96,Ideal,J,VS2,61.5,57.0,3326,156.76
0.9,Premium,H,SI2,62.1,59.0,3326,139.96
0.78,Ideal,D,SI1,61.2,58.0,3326,127.86
0.9,Fair,F,SI1,65.3,61.0,3326,139.23
0.9,Premium,H,SI2,59.2,60.0,3326,145.85
0.72,Ideal,G,VVS1,61.7,55.0,3326,119.47
0.9,Premium,G,SI1,60.1,59.0,3326,144.93
0.9,Premium,G,SI2,59.5,61.0,3326,149.07
0.73,Ideal,E,VS1,62.8,57.0,3327,120.31
0.79,Ideal,D,SI1,61.3,54.0,3328,131.46
0.73,Ideal,E,VS2,62.2,56.0,3328,119.52
0.74,Very Good,G,VVS1,63.2,56.0,3328,118.85
0.82,Ideal,E,SI2,60.9,56.0,3328,137.59
0.88,Ideal,I,SI1,61.7,56.0,3328,144.19
1.27,Ideal,I,I1,62.3,56.0,3328,203.36
0.88,Ideal,E,SI2,62.2,57.0,3329,144.0
0.72,Ideal,F,VS1,62.5,54.0,3330,118.49
0.7,Ideal,E,SI1,61.9,56.0,3330,115.62
0.7,Ideal,E,SI1,61.1,56.0,3330,116.99
0.7,Ideal,E,SI1,61.6,56.0,3330,114.77
0.71,Very Good,F,VVS2,63.6,56.0,3332,116.26
0.71,Very Good,D,VS1,64.1,57.0,3332,115.56
0.71,Ideal,G,VVS1,61.4,59.0,3332,115.57
0.77,Ideal,H,VS2,60.9,56.0,3332,126.3
0.71,Ideal,E,VS1,61.8,55.0,3332,117.17
0.9,Fair,E,SI1,65.0,61.0,3332,142.77
0.9,Good,E,SI1,63.8,61.0,3332,142.35
0.92,Ideal,J,VS1,62.4,56.0,3332,149.63
0.98,Fair,G,SI2,66.6,56.0,3332,148.84
0.6,Very Good,F,VVS1,61.2,58.0,3333,98.55
0.71,Very Good,D,VS1,62.5,58.0,3333,115.46
0.93,Premium,F,SI2,60.0,60.0,3333,152.5
0.9,Very Good,I,VS2,58.4,62.0,3334,147.38
0.9,Very Good,I,VS2,58.4,62.0,3334,147.38
0.78,Very Good,E,VS2,61.7,58.0,3334,127.7
0.78,Ideal,E,VS2,62.0,55.0,3334,128.62
0.72,Ideal,H,VVS2,61.6,56.0,3334,117.78
0.95,Very Good,H,SI2,59.0,59.0,3335,156.58
0.92,Good,D,SI2,57.8,63.0,3335,150.2
0.7,Ideal,D,VS1,62.0,57.0,3335,116.35
0.94,Premium,H,SI2,61.9,57.0,3335,151.17
0.64,Ideal,F,VVS2,61.0,56.0,3336,105.48
0.61,Ideal,D,VVS2,60.1,57.0,3336,103.06
0.75,Ideal,F,SI1,61.5,55.0,3336,125.59
0.75,Ideal,F,SI1,61.8,56.0,3336,124.1
1.01,Premium,I,SI1,62.7,58.0,3337,161.64
0.61,Very Good,E,IF,61.7,58.0,3337,98.77
0.99,Fair,I,SI1,60.7,66.0,3337,157.52
1.01,Premium,D,SI2,58.9,59.0,3337,162.99
0.72,Very Good,F,VVS2,63.4,56.0,3338,117.08
0.9,Very Good,I,VS2,62.0,63.0,3338,139.35
0.9,Premium,I,VS2,61.2,62.0,3338,143.05
0.81,Ideal,E,SI1,61.3,57.0,3338,136.02
0.9,Ideal,G,SI2,62.5,55.0,3338,147.42
0.71,Very Good,E,VVS2,63.4,58.0,3340,115.21
0.91,Good,G,SI2,63.6,59.0,3340,146.55
0.91,Very Good,I,VS2,63.0,58.0,3340,143.72
0.91,Good,G,SI2,63.2,61.0,3340,146.21
0.92,Good,F,SI2,64.2,58.0,3340,147.44
0.91,Good,G,SI2,63.3,57.0,3340,143.63
0.74,Ideal,F,VS1,62.0,54.8,3340,122.28
1.02,Good,I,SI2,57.1,62.0,3342,165.65
0.73,Ideal,F,VVS1,61.9,56.0,3342,120.56
0.71,Ideal,E,VS2,61.1,56.0,3342,117.93
0.73,Ideal,G,VS1,62.0,55.0,3342,118.98
0.73,Ideal,G,VS1,60.8,58.0,3342,121.07
0.9,Very Good,E,SI2,63.4,60.0,3342,139.95
0.9,Fair,E,SI2,64.5,57.0,3342,147.09
0.78,Premium,F,VS1,60.6,57.0,3342,129.23
0.78,Ideal,G,VS2,61.1,56.0,3343,127.08
0.77,Premium,F,VS1,62.1,60.0,3343,120.89
0.57,Ideal,F,VVS1,61.3,56.0,3343,95.69
0.71,Very Good,E,VS2,62.5,58.0,3344,116.4
1.0,Premium,F,I1,62.4,59.0,3344,160.58
0.91,Good,G,SI1,64.3,60.0,3344,144.53
0.72,Ideal,G,VS2,61.7,55.0,3344,117.57
0.92,Very Good,I,SI1,63.7,58.0,3345,148.26
0.7,Ideal,E,VS1,62.3,54.0,3345,114.61
0.78,Ideal,E,SI1,61.6,56.0,3345,131.16
0.77,Ideal,D,SI1,62.5,56.0,3345,127.45
0.97,Premium,H,SI2,58.8,58.0,3346,156.04
0.53,Ideal,D,VVS2,61.6,56.0,3346,87.91
0.73,Ideal,D,VS2,61.5,57.0,3346,121.26
0.71,Ideal,E,VS1,62.3,56.0,3346,116.27
0.91,Premium,F,SI2,63.0,59.0,3346,146.13
0.91,Premium,F,SI2,62.9,57.0,3346,145.28
0.71,Premium,F,VVS1,58.1,58.0,3347,119.4
0.83,Premium,D,SI1,62.2,60.0,3347,134.06
0.7,Premium,F,VVS1,61.8,60.0,3348,111.41
0.7,Ideal,F,VVS1,62.2,55.0,3348,113.69
0.9,Good,H,SI2,61.3,61.0,3348,141.52
1.0,Fair,I,SI2,65.8,58.0,3348,160.55
1.01,Premium,G,I1,59.4,61.0,3348,161.66
1.01,Good,I,SI2,64.1,58.0,3349,159.19
0.91,Good,D,SI2,64.1,62.0,3349,140.95
0.71,Premium,H,IF,62.9,60.0,3349,116.84
0.77,Very Good,F,VS1,62.8,58.0,3350,124.18
0.9,Very Good,G,SI2,63.5,57.0,3350,144.85
0.9,Good,G,SI2,58.5,61.0,3350,146.69
0.77,Very Good,D,VS2,63.0,58.0,3351,124.74
0.94,Very Good,G,SI2,62.3,59.0,3351,150.59
0.63,Ideal,F,VVS2,61.2,56.0,3351,104.04
0.76,Ideal,D,VS2,60.2,56.0,3352,125.75
0.72,Ideal,G,VVS2,61.3,56.0,3352,118.26
0.72,Ideal,G,VVS2,62.0,55.0,3352,117.29
0.72,Ideal,G,VVS2,61.2,57.0,3352,117.32
0.53,Ideal,E,VVS1,61.5,54.0,3352,88.41
1.05,Premium,H,SI2,62.8,56.0,3352,172.64
1.05,Premium,H,SI2,61.7,59.0,3352,174.28
0.74,Premium,D,VS2,59.3,60.0,3353,121.83
0.73,Very Good,E,VS1,62.1,60.0,3353,118.03
0.9,Very Good,G,SI2,63.1,59.0,3353,145.66
0.76,Ideal,D,VS1,61.1,54.0,3353,123.91
0.9,Good,I,VS2,58.5,66.0,3353,142.12
0.9,Good,G,SI2,61.3,60.0,3353,143.66
0.94,Fair,H,SI2,66.0,50.1,3353,153.56
0.81,Ideal,D,SI1,61.9,57.0,3353,133.11
0.71,Very Good,F,VVS2,62.1,60.0,3354,115.22
1.07,Good,F,I1,64.3,59.0,3354,168.08
0.7,Ideal,G,VVS1,61.9,58.0,3354,114.89
0.71,Ideal,E,VS1,62.4,57.0,3354,114.93
0.71,Ideal,H,IF,63.0,57.0,3354,116.64
0.81,Ideal,I,VS2,61.4,55.0,3355,135.57
0.96,Premium,G,SI1,62.0,57.0,3355,156.82
1.28,Ideal,H,I1,61.9,56.0,3355,206.03
0.8,Premium,E,SI1,61.5,58.0,3356,129.57
0.89,Very Good,F,SI2,60.2,60.0,3356,143.15
0.77,Premium,F,VS1,62.7,58.0,3357,125.59
0.77,Ideal,F,VS1,62.5,57.0,3357,127.67
0.8,Ideal,I,IF,62.4,58.0,3357,130.11
0.9,Good,H,SI1,63.8,58.0,3357,143.66
0.82,Ideal,D,SI2,62.1,57.0,3357,135.54
0.91,Good,D,SI1,64.0,59.0,3357,143.55
0.74,Premium,E,VS1,62.8,59.0,3357,117.45
0.74,Very Good,E,VS1,63.4,55.0,3357,121.85
0.9,Very Good,J,VS1,60.4,58.0,3358,147.03
0.7,Very Good,E,VS1,60.7,57.0,3358,114.46
0.93,Fair,G,SI1,64.4,57.0,3358,147.33
0.7,Ideal,F,VS1,60.3,57.0,3359,115.32
1.02,Very Good,J,SI2,63.1,58.0,3359,162.2
0.93,Ideal,I,SI1,61.9,57.0,3359,148.95
0.78,Premium,E,VS1,60.9,57.0,3360,125.39
0.7,Ideal,D,VS2,61.4,55.0,3360,115.57
0.71,Ideal,E,SI1,61.9,55.0,3360,117.91
0.71,Ideal,E,SI1,60.8,57.0,3360,119.91
